ts_code,start_date,hy_code
002296,2014/1/1,710202
002296,2017/6/29,710101
002296,2021/7/30,730204
002297,2009/9/18,240201
002297,2011/10/10,310304
002297,2014/1/1,650201
002298,2009/9/10,260402
002298,2011/10/10,260404
002298,2014/1/1,630402
002298,2019/7/24,620404
002298,2021/7/30,710401
002299,2009/9/22,110601
002299,2011/1/10,110701
002299,2021/7/30,110703
002300,2009/9/22,260404
002300,2014/1/1,630404
002300,2021/7/30,630805
002301,2009/9/24,360303
002301,2011/1/10,360305
002301,2021/7/30,360501
002302,2009/10/12,250104
002302,2014/1/1,610303
002302,2021/7/30,610102
002303,2009/1/12,360201
002303,2021/7/30,360205
002304,2009/1/22,340301
002304,2021/7/30,340501
002305,2009/1/22,430101
002305,2021/7/30,430102
002306,2009/1/27,460401
002306,2021/7/30,460902
002306,2022/7/29,720401
002307,2009/10/27,250201
002307,2011/10/10,250204
002307,2014/1/1,620302
002307,2021/7/30,620306
002308,2009/11/9,470303
002308,2013/7/1,320201
002308,2014/1/1,710101
002308,2021/7/30,710103
002309,2009/11/9,260404
002309,2014/1/1,630303
002309,2021/7/30,630502
002309,2022/7/29,630805
002310,2009/11/27,250201
002310,2011/10/10,250202
002310,2014/1/1,620501
002310,2016/5/25,620402
002310,2017/5/26,620501
002310,2021/7/30,620307
002311,2009/1/11,110401
002311,2021/7/30,110403
002312,2009/11/16,470303
002312,2011/10/10,320201
002312,2014/1/1,710101
002312,2019/7/24,710202
002312,2021/7/30,220802
002313,2009/11/16,320103
002313,2014/1/1,730202
002313,2021/7/30,730206
002314,2009/11/16,250104
002314,2014/1/1,610303
002314,2018/7/13,430101
002315,2009/11/23,470303
002315,2011/10/10,470201
002315,2014/1/1,720301
002315,2021/7/30,450602
002316,2009/11/23,470303
002316,2011/10/10,470203
002316,2013/7/1,320104
002316,2014/1/1,730203
002316,2019/7/24,710202
002316,2021/7/30,490306
002317,2009/1/23,370201
002318,2009/1/23,230102
002318,2021/7/30,230501
002319,2009/1/23,220305
002320,2009/1/30,420601
002320,2021/7/30,421101
002321,2009/11/30,110503
002321,2011/1/10,110701
002321,2021/7/30,110704
002322,2009/12/4,260402
002322,2014/1/1,630201
002322,2021/7/30,710401
002323,2009/12/4,260404
002323,2014/1/1,630402
002323,2016/5/25,610303
002323,2022/7/1,620404
002324,2009/12/4,220501
002324,2011/1/10,220503
002325,2009/12/4,250201
002325,2011/10/10,250202
002325,2014/1/1,620201
002326,2009/12/4,220304
002326,2011/1/10,220311
002327,2009/12/10,350201
002327,2011/1/10,350206
002328,2009/12/10,310201
002328,2014/1/1,280201
002328,2021/7/30,280205
002329,2009/12/16,340202
002329,2011/1/10,340403
002329,2021/7/30,340702
002330,2009/12/16,340101
002330,2011/1/10,340401
002331,2009/12/16,470303
002331,2014/1/1,710202
002331,2021/7/30,710301
002332,2009/12/20,370101
002332,2011/1/10,370102
002332,2022/7/29,370101
002333,2009/12/20,250104
002333,2014/1/1,610303
002334,2009/12/24,260402
002334,2014/1/1,630202
002334,2021/7/30,640702
002335,2009/12/24,260402
002335,2014/1/1,630305
002335,2021/7/30,630306
002336,2009/12/24,450102
002336,2014/1/1,450302
002337,2009/12/31,260106
002337,2011/10/10,260207
002337,2014/1/1,640209
002338,2009/12/31,260301
002338,2014/1/1,640301
002338,2021/7/30,650501
002339,2010/1/4,260402
002339,2014/1/1,630201
002339,2021/7/30,630803
002340,2010/1/4,240201
002340,2021/7/30,630702
002341,2010/1/5,270401
002341,2014/1/1,410401
002341,2019/7/24,220309
002341,2021/7/30,220505
002342,2010/1/6,260501
002342,2014/1/1,640401
002342,2021/7/30,640108
002343,2010/1/6,220501
002343,2011/1/10,220502
002343,2018/6/19,720102
002343,2021/7/30,720601
002344,2010/1/6,450103
002344,2014/1/1,450502
002344,2021/7/30,450304
002345,2010/1/12,360303
002345,2011/1/10,360304
002345,2021/7/30,350301
002346,2010/1/12,250104
002346,2014/1/1,610303
002346,2019/7/24,630402
002346,2021/7/30,630801
002346,2022/7/29,630802
002347,2010/1/12,260102
002347,2014/1/1,640102
002347,2021/7/30,640108
002348,2010/1/14,360303
002348,2011/1/10,360305
002348,2021/7/30,360502
002349,2010/1/14,370201
002350,2010/1/14,260404
002350,2011/10/10,260402
002350,2014/1/1,630402
002350,2021/7/30,630802
002351,2010/1/18,270401
002351,2011/1/10,270501
002351,2021/7/30,270503
002352,2010/1/18,260501
002352,2014/1/1,640401
002352,2017/3/1,420801
002352,2021/7/30,420804
002353,2010/1/18,260205
002353,2014/1/1,640203
002354,2010/1/21,360302
002354,2014/1/1,720302
002354,2021/7/30,720401
002355,2010/1/18,310201
002355,2014/1/1,280201
002355,2021/7/30,280204
002356,2010/1/21,260402
002356,2014/1/1,630203
002356,2017/6/29,360304
002356,2021/7/30,450303
002357,2010/1/25,420301
002357,2021/7/30,420902
002358,2010/1/25,260404
002358,2014/1/1,630402
002358,2021/7/30,630801
002359,2010/1/25,260404
002359,2014/1/1,630404
002359,2018/7/13,730203
002359,2021/7/30,730102
002360,2010/1/3,220307
002361,2010/1/3,220305
002361,2021/7/30,220504
002362,2010/2/3,470303
002362,2011/10/10,320201
002362,2013/7/1,470302
002362,2014/1/1,710201
002362,2021/7/30,710401
002363,2010/2/8,310201
002363,2014/1/1,280201
002363,2021/7/30,280203
002364,2010/2/10,260402
002364,2014/1/1,630305
002364,2021/7/30,630306
002365,2010/1/9,370101
002366,2010/2/21,330101
002366,2011/1/10,330105
002366,2015/10/26,640209
002366,2021/7/30,630306
002367,2010/2/21,260202
002367,2011/10/10,260208
002367,2014/1/1,640204
002368,2010/2/21,470303
002368,2014/1/1,710202
002368,2021/7/30,710301
002369,2010/2/23,270401
002369,2011/1/10,270501
002369,2021/7/30,270504
002370,2010/1/23,370102
002371,2010/1/23,270103
002371,2021/7/30,270108
002372,2010/3/1,250104
002372,2011/10/10,250106
002372,2014/1/1,610302
002373,2010/3/1,470302
002373,2011/10/10,470303
002373,2014/1/1,710202
002373,2021/7/30,710301
002374,2010/1/1,360201
002374,2017/6/29,620501
002374,2021/7/30,360203
002375,2010/3/5,250202
002375,2014/1/1,620201
002376,2010/3/5,320201
002376,2014/1/1,710101
002376,2021/7/30,710103
002377,2010/1/5,220101
002377,2018/7/13,460501
002377,2019/7/24,430101
002377,2021/7/30,430302
002378,2010/3/12,240106
002378,2014/1/1,240502
002379,2010/3/12,240102
002379,2014/1/1,240301
002380,2010/3/12,470303
002380,2011/10/10,470302
002380,2014/1/1,710202
002380,2021/7/30,710301
002381,2010/1/17,220602
002382,2010/1/17,220501
002382,2019/1/21,370501
002382,2021/7/30,370503
002383,2010/3/17,320201
002383,2014/1/1,710101
002383,2021/7/30,650501
002384,2010/3/22,260102
002384,2011/1/10,270502
002384,2019/7/24,270202
002385,2010/1/29,110401
002385,2021/7/30,110402
002386,2010/1/22,220202
002387,2010/1/23,340304
002387,2018/7/13,710202
002387,2019/7/24,270301
002388,2010/1/23,270401
002389,2010/3/23,270201
002389,2011/1/10,270203
002389,2019/7/24,650201
002390,2010/3/29,370201
002390,2014/1/1,370601
002390,2015/7/1,370201
002391,2010/1/29,220303
002391,2021/7/30,220803
002392,2010/4/7,250104
002392,2011/10/10,250105
002392,2014/1/1,610301
002393,2010/1/6,370102
002394,2010/1/6,350102
002395,2010/4/12,220501
002395,2011/1/10,220502
002395,2017/6/29,220501
002395,2021/7/30,220504
002396,2010/4/12,470302
002396,2011/10/10,470303
002396,2013/7/1,320104
002396,2014/1/1,730203
002396,2021/7/30,730204
002397,2010/4/12,350201
002397,2011/1/10,350206
002398,2010/4/22,250104
002398,2014/1/1,610303
002399,2010/4/21,370301
002399,2012/1/2,370101
002400,2010/4/26,470402
002400,2011/10/10,470403
002400,2014/1/1,720201
002400,2021/7/30,720501
002401,2010/5/5,470303
002401,2014/1/1,710202
002401,2021/7/30,710301
002402,2010/5/11,270201
002402,2011/1/10,270502
002402,2021/7/30,270504
002403,2010/1/10,330104
002403,2021/7/30,330301
002404,2010/1/10,350103
002404,2021/7/30,350106
002405,2010/5/12,470303
002405,2011/10/10,470302
002405,2014/1/1,710201
002405,2021/7/30,710401
002406,2010/5/18,310201
002406,2014/1/1,280201
002406,2021/7/30,280203
002407,2010/5/12,220309
002407,2011/1/10,220311
002408,2010/5/12,220101
002408,2011/10/10,220702
002408,2014/1/1,220313
002408,2021/7/30,750303
002409,2010/1/12,220309
002409,2020/6/8,270103
002410,2010/5/12,470303
002410,2011/10/10,470302
002410,2014/1/1,710201
002410,2021/7/30,710401
002411,2010/1/12,220303
002411,2016/4/14,370102
002411,2021/7/30,370402
002412,2010/1/12,370201
002413,2010/5/12,330102
002413,2011/1/10,330105
002413,2017/6/29,650201
002413,2021/7/30,650501
002414,2010/1/28,270401
002414,2021/7/30,650501
002415,2010/5/12,320201
002415,2014/1/1,710101
002415,2017/6/29,270501
002415,2021/7/30,710102
002416,2010/5/10,450102
002416,2014/1/1,450401
002417,2010/5/28,320103
002417,2011/10/10,320104
002417,2014/1/1,730203
002417,2019/7/24,710202
002417,2021/7/30,710301
002418,2010/5/12,330102
002418,2011/1/10,330105
002418,2021/7/30,330601
002419,2010/5/12,450101
002419,2014/1/1,450303
002419,2017/6/29,450301
002420,2010/1/12,330201
002420,2021/7/30,330601
002421,2010/5/20,470303
002421,2014/1/1,710202
002421,2021/7/30,710301
002422,2010/1/20,370102
002423,2010/5/20,260205
002423,2011/10/10,260102
002423,2014/1/1,640102
002423,2019/7/24,490301
002423,2021/7/30,490302
002424,2010/1/20,370201
002425,2010/6/7,350201
002425,2011/1/10,350203
002425,2017/6/29,720302
002425,2021/7/30,720401
002426,2010/5/20,260102
002426,2014/1/1,640102
002426,2021/7/30,640108
002426,2022/7/29,270504
002427,2010/1/7,220401
002428,2010/6/1,240106
002428,2014/1/1,240504
002429,2010/6/9,320201
002429,2011/1/10,330201
002430,2010/5/25,260106
002430,2011/10/10,260207
002430,2014/1/1,640209
002431,2010/5/24,250201
002431,2011/10/10,250202
002431,2014/1/1,620501
002431,2021/7/30,620307
002432,2010/1/25,370501
002432,2021/7/30,370502
002432,2022/7/29,370504
002433,2010/1/28,370201
002434,2010/5/28,310201
002434,2014/1/1,280201
002434,2021/7/30,280203
002435,2010/6/10,260202
002435,2011/10/10,260208
002435,2014/1/1,640204
002435,2018/7/13,370102
002436,2010/6/10,270401
002436,2011/1/10,270202
002437,2010/1/1,370102
002438,2010/6/1,260501
002438,2011/10/10,260102
002438,2014/1/1,640102
002438,2021/7/30,640108
002439,2010/6/2,470303
002439,2011/10/10,470302
002439,2014/1/1,710201
002439,2021/7/30,710402
002440,2010/1/10,220308
002441,2010/6/18,260405
002441,2014/1/1,630403
002441,2021/7/30,630802
002442,2010/6/10,220601
002442,2011/1/10,220603
002443,2010/6/18,260501
002443,2012/1/8,230102
002443,2021/7/30,230501
002444,2010/7/12,260102
002444,2011/10/10,260106
002444,2014/1/1,640106
002445,2010/6/29,260501
002445,2014/1/1,640401
002445,2018/6/19,720102
002445,2021/7/30,720401
002445,2022/7/29,640108
002446,2010/7/12,320103
002446,2014/1/1,730202
002446,2021/7/30,650501
002447,2010/1/29,110202
002447,2018/7/13,720302
002447,2021/7/30,720401
002448,2010/7/12,310201
002448,2014/1/1,280201
002448,2021/7/30,280203
002449,2010/7/12,270102
002449,2011/1/10,270302
002450,2010/1/29,220501
002450,2021/7/30,220505
002451,2010/7/12,260404
002451,2014/1/1,630404
002451,2021/7/30,630805
002452,2010/7/12,260404
002452,2014/1/1,630401
002452,2021/7/30,630801
002453,2010/1/16,220309
002454,2010/7/12,310201
002454,2014/1/1,280201
002454,2021/7/30,280206
002455,2010/1/2,220309
002456,2010/8/2,270301
002456,2011/1/10,270303
002457,2010/7/16,260501
002457,2011/10/10,250106
002457,2014/1/1,610302
002458,2010/7/29,110601
002458,2011/1/10,110701
002458,2021/7/30,110703
002459,2010/8/9,260202
002459,2014/1/1,640201
002459,2020/8/14,630303
002459,2021/7/30,630502
002460,2010/7/28,240106
002460,2014/1/1,240503
002460,2021/7/30,240603
002461,2010/1/29,340302
002461,2021/7/30,340601
002462,2010/1/5,370401
002462,2021/7/30,370402
002463,2010/8/9,270201
002463,2011/1/10,270202
002464,2010/1/30,220501
002464,2017/6/29,720301
002464,2021/7/30,720401
002465,2010/8/12,320103
002465,2014/1/1,730202
002465,2019/7/24,650301
002465,2021/7/30,650501
002466,2010/8/12,240106
002466,2014/1/1,240503
002466,2021/7/30,240603
002467,2010/8/18,470101
002467,2014/1/1,730101
002467,2021/7/30,730104
002468,2010/9/8,250104
002468,2014/1/1,610303
002468,2021/7/30,420804
002469,2010/8/30,250201
002469,2011/10/10,250205
002469,2014/1/1,620402
002470,2010/9/8,220301
002470,2011/1/10,220310
002470,2021/7/30,220805
002471,2010/9/1,260404
002471,2014/1/1,630404
002471,2021/7/30,630805
002472,2010/8/20,310201
002472,2014/1/1,280201
002472,2021/7/30,280203
002473,2010/1/30,330104
002473,2021/7/30,330301
002474,2010/9/6,470302
002474,2014/1/1,710202
002474,2021/7/30,710301
002475,2010/9/14,270201
002475,2011/1/10,270502
002475,2021/7/30,270504
002476,2010/1/14,220309
002476,2021/7/30,750303
002477,2010/9/6,110601
002477,2011/1/10,110701
002478,2010/9/10,260501
002478,2012/1/8,230102
002478,2021/7/30,230501
002479,2010/1/20,410401
002479,2021/7/30,410104
002480,2010/9/1,260102
002480,2014/1/1,640102
002480,2021/7/30,640108
002481,2010/9/20,340103
002481,2011/1/10,340404
002481,2021/7/30,110504
002482,2010/9/8,250202
002482,2014/1/1,620201
002483,2010/9/17,260204
002483,2014/1/1,640202
002483,2021/7/30,640203
002484,2010/9/25,270201
002484,2011/1/10,270203
002485,2010/9/17,350201
002485,2011/1/10,350202
002485,2021/7/30,350209
002486,2010/9/27,350201
002486,2011/1/10,350207
002486,2021/7/30,350106
002487,2010/9/17,260501
002487,2014/1/1,640401
002487,2021/7/30,630602
002488,2010/10/12,310201
002488,2014/1/1,280201
002488,2021/7/30,280204
002489,2010/1/11,360302
002489,2021/7/30,360307
002490,2010/10/11,260205
002490,2014/1/1,640203
002491,2010/10/8,320103
002491,2014/1/1,730202
002491,2021/7/30,730205
002492,2010/1/20,420801
002492,2021/7/30,420806
002493,2010/10/20,220101
002493,2011/1/10,220401
002493,2021/7/30,750301
002494,2010/10/20,350201
002494,2011/1/10,350207
002494,2021/7/30,350209
002495,2010/10/20,340201
002495,2011/1/10,340402
002495,2021/7/30,340901
002496,2010/1/27,220303
002496,2021/7/30,220803
002497,2010/1/27,220307
002497,2022/7/29,240603
002498,2010/10/27,260404
002498,2014/1/1,630404
002498,2021/7/30,630805
002499,2010/10/27,410401
002499,2011/10/10,260209
002499,2014/1/1,640205
002499,2019/7/24,410105
002499,2021/7/30,410106
002499,2022/7/29,450603
002500,2010/11/1,440301
002500,2014/1/1,490101
002501,2010/11/3,240102
002501,2014/1/1,240301
002502,2010/11/3,360303
002502,2011/1/10,360305
002502,2017/5/26,720102
002502,2017/6/29,720302
002502,2021/7/30,720601
002502,2022/7/29,720401
002503,2010/11/3,350201
002503,2011/1/10,350204
002503,2021/7/30,350209
002504,2010/1/8,270102
002504,2015/7/1,620201
002505,2010/11/8,110601
002505,2011/1/10,110701
002505,2019/7/24,450201
002505,2021/7/30,110704
002506,2010/11/8,270103
002506,2011/10/10,260403
002506,2014/1/1,630303
002506,2021/7/30,630502
002507,2010/11/10,340103
002507,2011/1/10,340404
002507,2021/7/30,340901
002508,2010/1/10,330104
002508,2021/7/30,330401
002509,2010/11/10,260207
002509,2011/10/10,260208
002509,2014/1/1,640204
002510,2010/11/15,260106
002510,2011/10/10,260103
002510,2014/1/1,640103
002510,2017/6/29,280201
002510,2021/7/30,280205
002511,2010/1/15,360101
002511,2021/7/30,770101
002512,2010/1/22,270401
002512,2018/6/19,710101
002512,2021/7/30,710103
002513,2010/1/22,220303
002513,2021/7/30,220803
002514,2010/11/22,260501
002514,2011/10/10,260102
002514,2014/1/1,640102
002514,2021/7/30,640108
002515,2010/11/22,340101
002515,2011/1/10,340401
002516,2010/11/24,350102
002516,2011/1/10,350106
002516,2019/7/24,280201
002516,2021/7/30,280202
002517,2010/11/24,350201
002517,2011/1/10,350105
002517,2011/10/10,720302
002517,2021/7/30,720401
002518,2010/11/24,260403
002518,2011/10/10,260402
002518,2014/1/1,630305
002518,2021/7/30,630306
002519,2010/1/24,330202
002520,2010/12/1,260101
002520,2014/1/1,640101
002521,2010/1/1,360101
002521,2021/7/30,360103
002522,2010/1/1,360201
002522,2021/7/30,220505
002523,2010/12/1,260204
002523,2014/1/1,640202
002523,2021/7/30,640203
002524,2010/12/8,250201
002524,2011/10/10,250205
002524,2014/1/1,620401
002524,2017/6/29,410301
002524,2019/7/24,370601
002524,2021/7/30,370604
002525,2010/1/8,340303
002526,2010/12/8,260205
002526,2014/1/1,640203
002527,2010/12/15,260402
002527,2014/1/1,630202
002527,2021/7/30,640701
002528,2010/12/15,470303
002528,2011/10/10,320201
002528,2014/1/1,710101
002528,2021/7/30,710102
002529,2010/12/15,260207
002529,2014/1/1,640209
002530,2010/12/22,260106
002530,2014/1/1,640106
002530,2018/7/13,710202
002530,2021/7/30,710301
002531,2010/12/22,260403
002531,2014/1/1,630302
002531,2021/7/30,630602
002532,2010/12/22,260106
002532,2014/1/1,640106
002532,2021/7/30,240301
002533,2010/12/22,260404
002533,2014/1/1,630404
002533,2021/7/30,630805
002534,2010/12/29,260403
002534,2014/1/1,630306
002534,2021/7/30,630304
002535,2010/12/29,260205
002535,2014/1/1,640203
002536,2010/12/29,310201
002536,2014/1/1,280201
002536,2021/7/30,280203
002537,2010/12/29,260102
002537,2014/1/1,640102
002537,2019/7/24,710202
002537,2021/7/30,280202
002538,2011/1/6,220302
002538,2011/1/10,220310
002538,2021/7/30,220805
002539,2011/1/6,220301
002539,2011/1/10,220310
002539,2021/7/30,220805
002540,2011/1/6,240102
002540,2014/1/1,240301
002541,2011/1/6,250201
002541,2011/10/10,250205
002541,2014/1/1,620401
002542,2011/1/19,250201
002542,2011/10/10,250205
002542,2014/1/1,620404
002543,2011/1/19,330104
002543,2021/7/30,330402
002544,2011/1/19,320104
002544,2014/1/1,730203
002544,2021/7/30,730103
002545,2011/1/25,260404
002545,2014/1/1,630404
002545,2015/7/1,620401
002545,2019/7/24,220306
002545,2021/7/30,620401
002545,2022/7/29,220804
002546,2011/1/25,260402
002546,2014/1/1,630203
002546,2021/7/30,630804
002547,2011/1/10,270502
002547,2011/2/9,260102
002547,2011/10/10,270502
002547,2021/7/30,270504
002547,2022/7/29,280205
002548,2011/1/9,110401
002548,2021/7/30,110402
002549,2011/1/10,220309
002549,2011/2/9,510101
002549,2011/10/10,220309
002550,2011/2/9,370301
002550,2012/1/2,370101
002550,2019/7/24,370102
002551,2011/1/16,370501
002551,2021/7/30,370503
002552,2011/2/16,260102
002552,2014/1/1,640102
002552,2021/7/30,640108
002553,2011/2/16,310201
002553,2014/1/1,280201
002553,2021/7/30,280203
002554,2011/1/10,210401
002554,2011/2/16,260205
002554,2011/10/10,210401
002554,2021/7/30,750202
002555,2011/2/21,310201
002555,2014/1/1,280201
002555,2014/7/1,720302
002555,2017/6/29,720301
002555,2021/7/30,720401
002556,2011/1/10,220301
002556,2011/2/21,450102
002556,2011/10/10,220301
002556,2021/7/30,110901
002557,2011/1/10,340404
002557,2011/2/21,340103
002557,2011/10/10,340404
002557,2021/7/30,340801
002558,2011/1/21,460301
002558,2017/5/22,720302
002558,2021/7/30,720401
002559,2011/2/23,260101
002559,2014/1/1,640101
002560,2011/2/23,260404
002560,2014/1/1,630404
002560,2021/7/30,630805
002561,2011/2/23,450101
002561,2014/1/1,450301
002562,2011/1/2,220309
002562,2021/7/30,220315
002563,2011/1/10,350204
002563,2011/3/2,350201
002563,2011/10/10,350204
002563,2021/7/30,350209
002564,2011/3/2,260205
002564,2014/1/1,640203
002564,2022/7/29,620404
002565,2011/1/9,360201
002565,2021/7/30,360205
002566,2011/1/9,370201
002567,2011/1/16,110401
002567,2021/7/30,110402
002568,2011/1/10,340404
002568,2011/3/16,340103
002568,2011/10/10,340404
002568,2015/10/26,340303
002568,2021/7/30,340602
002569,2011/1/10,350202
002569,2011/3/30,350201
002569,2011/10/10,350202
002569,2021/7/30,350209
002570,2011/1/10,340403
002570,2011/3/30,340202
002570,2011/10/10,340403
002570,2021/7/30,340702
002571,2011/1/30,360303
002571,2021/7/30,360311
002572,2011/1/30,360302
002572,2021/7/30,360308
002573,2011/1/11,410401
002573,2021/7/30,760101
002574,2011/1/10,360304
002574,2011/4/14,360303
002574,2011/10/10,360304
002574,2021/7/30,350301
002575,2011/1/10,360305
002575,2011/4/14,360301
002575,2011/10/10,360305
002575,2021/7/30,360502
002576,2011/4/20,260401
002576,2014/1/1,630101
002577,2011/4/20,320201
002577,2014/1/1,710101
002577,2021/7/30,710103
002578,2011/4/20,240102
002578,2014/1/1,240301
002579,2011/1/10,270202
002579,2011/4/26,270201
002579,2011/10/10,270202
002580,2011/4/26,260405
002580,2014/1/1,630305
002580,2021/7/30,630705
002581,2011/1/5,220309
002581,2017/5/26,370301
002581,2021/7/30,370304
002582,2011/1/10,340404
002582,2011/5/12,340103
002582,2011/10/10,340404
002582,2021/7/30,340801
002583,2011/5/18,320102
002583,2014/1/1,730201
002583,2021/7/30,730204
002584,2011/1/25,220309
002584,2021/7/30,270601
002585,2011/1/25,360201
002585,2021/7/30,220505
002586,2011/5/25,250201
002586,2011/10/10,250204
002586,2014/1/1,620303
002586,2021/7/30,620306
002587,2011/1/10,270302
002587,2011/6/1,270102
002587,2011/10/10,270302
002588,2011/1/10,220310
002588,2011/6/1,220301
002588,2011/10/10,220310
002588,2021/7/30,220805
002589,2011/1/1,370401
002589,2021/7/30,370402
002590,2011/6/1,310201
002590,2014/1/1,280201
002590,2021/7/30,280203
002591,2011/6/9,220701
002591,2014/1/1,220309
002591,2018/7/13,720201
002591,2021/7/30,720501
002591,2022/7/29,220309
002592,2011/6/9,310201
002592,2014/1/1,280201
002592,2021/7/30,280203
002593,2011/6/16,310201
002593,2014/1/1,280201
002593,2019/7/24,620401
002594,2011/6/21,310101
002594,2014/1/1,280101
002594,2021/7/30,280501
002595,2011/6/16,260106
002595,2011/10/10,260103
002595,2014/1/1,640103
002595,2017/6/29,640209
002596,2011/6/22,250104
002596,2014/1/1,610303
002596,2021/7/30,610102
002597,2011/1/29,220309
002597,2020/11/15,340404
002597,2021/7/30,220315
002598,2011/6/29,260106
002598,2014/1/1,640106
002599,2011/1/6,360201
002599,2021/7/30,360202
002600,2011/1/6,240202
002600,2018/7/13,270502
002600,2021/7/30,270504
002601,2011/1/6,220309
002601,2021/7/30,220206
002602,2011/7/13,310201
002602,2014/1/1,280201
002602,2017/6/29,720301
002602,2021/7/30,720401
002603,2011/1/19,370201
002604,2011/1/10,110504
002604,2011/7/20,340201
002604,2011/10/10,110504
002605,2011/1/10,360305
002605,2011/7/26,360301
002605,2011/10/10,360305
002605,2021/7/30,360502
002605,2021/9/17,720401
002606,2011/7/28,260404
002606,2014/1/1,630404
002606,2021/7/30,630805
002607,2011/7/29,310401
002607,2014/1/1,280301
002607,2019/5/13,720104
002607,2021/7/30,461102
002608,2011/8/2,310305
002608,2014/1/1,650401
002608,2018/7/13,410101
002609,2011/8/3,470303
002609,2014/1/1,710202
002609,2021/7/30,710301
002610,2011/8/3,260405
002610,2014/1/1,630303
002610,2019/7/24,410105
002610,2021/7/30,630504
002611,2011/8/17,260206
002611,2014/1/1,640208
002611,2018/7/13,280201
002611,2020/6/17,640208
002612,2011/1/10,350203
002612,2011/8/19,350201
002612,2011/10/10,350203
002612,2021/7/30,350209
002613,2011/8/23,260207
002613,2014/1/1,640209
002613,2021/7/30,610201
002614,2011/1/31,330104
002614,2017/9/21,640209
002614,2017/9/22,370501
002614,2017/12/26,330104
002614,2021/7/30,330701
002615,2011/1/2,360303
002615,2021/7/30,360311
002616,2011/1/9,330104
002616,2019/7/24,410105
002616,2021/7/30,410109
002617,2011/9/8,260405
002617,2014/1/1,630404
002617,2019/7/24,630303
002617,2021/7/30,410106
002618,2011/1/10,270202
002618,2011/9/7,270201
002618,2011/10/10,270202
002619,2011/9/21,250104
002619,2011/10/10,250106
002619,2014/1/1,610302
002619,2021/7/30,720401
002620,2011/9/20,250202
002620,2014/1/1,620201
002621,2011/9/20,260207
002621,2014/1/1,640209
002621,2019/7/24,720104
002621,2021/7/30,461102
002622,2011/10/10,260404
002622,2014/1/1,630402
002622,2021/7/30,630801
002623,2011/9/26,250101
002623,2014/1/1,610201
002623,2021/7/30,630504
002624,2011/10/17,250105
002624,2014/1/1,610301
002624,2015/7/1,720102
002624,2017/6/29,720302
002624,2021/7/30,720401
002625,2011/10/26,310201
002625,2014/1/1,280201
002625,2021/7/30,650201
002626,2011/1/19,370101
002626,2021/7/30,340407
002627,2011/1/21,420301
002627,2021/7/30,420902
002628,2011/10/25,250204
002628,2014/1/1,620302
002628,2021/7/30,620306
002629,2011/1/26,210401
002629,2021/7/30,750201
002630,2011/11/4,260403
002630,2014/1/1,630304
002631,2011/1/2,360302
002631,2021/7/30,360308
002632,2011/11/8,220701
002632,2014/1/1,220309
002632,2021/7/30,220505
002633,2011/11/11,260102
002633,2014/1/1,640102
002633,2021/7/30,640108
002634,2011/1/25,350207
002634,2021/7/30,350205
002635,2011/1/16,270502
002635,2021/7/30,270504
002636,2011/1/16,270202
002637,2011/1/16,220304
002637,2021/7/30,220309
002638,2011/1/16,270302
002638,2018/7/13,720104
002638,2021/7/30,461102
002639,2011/11/18,260105
002639,2014/1/1,640105
002640,2011/1/30,350204
002640,2015/7/1,720303
002640,2015/11/2,350204
002640,2017/6/29,450303
002640,2021/7/30,450602
002641,2011/11/30,250106
002641,2014/1/1,610302
002642,2011/12/8,470303
002642,2014/1/1,710202
002642,2021/7/30,710301
002643,2011/12/12,220701
002643,2014/1/1,220309
002643,2021/7/30,270601
002644,2011/1/13,370201
002645,2011/12/12,260207
002645,2014/1/1,640209
002645,2017/6/29,640204
002645,2021/7/30,760201
002646,2011/1/13,340303
002646,2021/7/30,340501
002647,2011/12/19,260501
002647,2014/1/1,640401
002647,2018/7/13,490301
002647,2021/7/30,490306
002648,2011/12/16,220101
002648,2012/1/8,220204
002648,2021/7/30,750303
002648,2021/12/3,220309
002648,2022/7/29,220204
002649,2011/12/26,470302
002649,2014/1/1,710202
002649,2021/7/30,710301
002650,2011/1/26,340402
002650,2021/7/30,340901
002651,2011/12/26,260205
002651,2014/1/1,640203
002651,2022/7/29,650201
002652,2012/1/11,250104
002652,2014/1/1,610303
002653,2012/1/9,370102
002654,2012/1/6,270302
002654,2017/6/29,720201
002654,2021/7/30,270302
002655,2012/1/9,270501
002655,2021/7/30,270504
002656,2012/1/17,350202
002656,2021/7/30,350209
002657,2012/2/20,470303
002657,2014/1/1,710202
002657,2021/7/30,710301
002658,2012/2/29,260301
002658,2014/1/1,640301
002658,2015/10/12,410401
002658,2021/7/30,760201
002659,2012/3/2,250205
002659,2014/1/1,620401
002659,2018/7/13,720104
002659,2021/7/30,461101
002660,2012/1/7,270502
002660,2021/7/30,270504
002661,2012/1/5,340404
002661,2021/7/30,110504
002662,2012/2/29,310201
002662,2014/1/1,280201
002662,2021/7/30,280202
002663,2012/3/6,250202
002663,2014/1/1,620501
002663,2021/7/30,620307
002664,2012/3/5,260401
002664,2014/1/1,630101
002664,2014/7/1,280201
002664,2019/7/24,650201
002664,2021/7/30,280206
002665,2012/3/15,260403
002665,2014/1/1,630304
002665,2021/7/30,630306
002666,2012/1/14,220309
002667,2012/3/21,260205
002667,2014/1/1,640203
002668,2012/1/28,330101
002668,2021/7/30,330106
