,GROUP_CODE,GROUP_NAV_DATE,GROUP_REH_VALUE
2717,ZH032095,2021-09-13,2.4948
2721,ZH032095,2021-09-14,2.4816
2725,ZH032095,2021-09-15,2.4858
2729,ZH032095,2021-09-16,2.4301
2733,ZH032095,2021-09-17,2.4313
2738,ZH032095,2021-09-22,2.4342
2741,ZH032095,2021-09-23,2.4332
2745,ZH032095,2021-09-24,2.4059
2749,ZH032095,2021-09-27,2.365
2753,ZH032095,2021-09-28,2.3805
2757,ZH032095,2021-09-29,2.3322
2761,ZH032095,2021-09-30,2.3797
2766,ZH032095,2021-10-08,2.3715
2769,ZH032095,2021-10-11,2.3648
2773,ZH032095,2021-10-12,2.3266
2777,ZH032095,2021-10-13,2.3485
2781,ZH032095,2021-10-14,2.3522
2785,ZH032095,2021-10-15,2.3643
2789,ZH032095,2021-10-18,2.3768
2794,ZH032095,2021-10-19,2.4025
2798,ZH032095,2021-10-20,2.4042
2801,ZH032095,2021-10-21,2.4022
2805,ZH032095,2021-10-22,2.3935
2809,ZH032095,2021-10-25,2.4259
2813,ZH032095,2021-10-26,2.4182
2817,ZH032095,2021-10-27,2.4148
2821,ZH032095,2021-10-28,2.3954
2825,ZH032095,2021-10-29,2.4213
2829,ZH032095,2021-11-01,2.4351
2833,ZH032095,2021-11-02,2.4233
2837,ZH032095,2021-11-03,2.4128
2841,ZH032095,2021-11-04,2.4446
2845,ZH032095,2021-11-05,2.4162
2849,ZH032095,2021-11-08,2.4269
2853,ZH032095,2021-11-09,2.4509
2857,ZH032095,2021-11-10,2.4428
2861,ZH032095,2021-11-11,2.4683
2865,ZH032095,2021-11-12,2.4884
2869,ZH032095,2021-11-15,2.4659
2873,ZH032095,2021-11-16,2.4486
2877,ZH032095,2021-11-17,2.4769
2881,ZH032095,2021-11-18,2.4668
2885,ZH032095,2021-11-19,2.4926
2889,ZH032095,2021-11-22,2.5211
2893,ZH032095,2021-11-23,2.5106
2897,ZH032095,2021-11-24,2.5031
2901,ZH032095,2021-11-25,2.4951
2905,ZH032095,2021-11-26,2.4953
2911,ZH032095,2021-11-29,2.5087
2913,ZH032095,2021-11-30,2.5135
2919,ZH032095,2021-12-01,2.5078
2921,ZH032095,2021-12-02,2.4906
2925,ZH032095,2021-12-03,2.5073
2929,ZH032095,2021-12-06,2.4886
2933,ZH032095,2021-12-07,2.4651
2937,ZH032095,2021-12-08,2.5086
2941,ZH032095,2021-12-09,2.5196
2944,ZH032095,2021-12-10,2.5211
2949,ZH032095,2021-12-13,2.5324
2953,ZH032095,2021-12-14,2.5297
2957,ZH032095,2021-12-15,2.5173
2961,ZH032095,2021-12-16,2.5295
2965,ZH032095,2021-12-17,2.4966
2969,ZH032095,2021-12-20,2.4558
2973,ZH032095,2021-12-21,2.4821
2977,ZH032095,2021-12-22,2.4993
2981,ZH032095,2021-12-23,2.5082
2985,ZH032095,2021-12-24,2.4816
2989,ZH032095,2021-12-27,2.4815
2993,ZH032095,2021-12-28,2.4988
2997,ZH032095,2021-12-29,2.4847
3001,ZH032095,2021-12-30,2.5071
3005,ZH032095,2021-12-31,2.5272
3009,ZH032095,2022-01-04,2.496
3013,ZH032095,2022-01-05,2.4463
3017,ZH032095,2022-01-06,2.4425
3021,ZH032095,2022-01-07,2.4191
3025,ZH032095,2022-01-10,2.4284
3029,ZH032095,2022-01-11,2.3994
3033,ZH032095,2022-01-12,2.4359
3037,ZH032095,2022-01-13,2.3922
3041,ZH032095,2022-01-14,2.3931
3045,ZH032095,2022-01-17,2.4274
3049,ZH032095,2022-01-18,2.4355
3053,ZH032095,2022-01-19,2.4038
3057,ZH032095,2022-01-20,2.3825
3061,ZH032095,2022-01-21,2.3597
3065,ZH032095,2022-01-24,2.3733
3069,ZH032095,2022-01-25,2.3155
3073,ZH032095,2022-01-26,2.3321
3077,ZH032095,2022-01-27,2.2891
3081,ZH032095,2022-01-28,2.2776
3085,ZH032095,2022-02-07,2.2946
3089,ZH032095,2022-02-08,2.2769
3093,ZH032095,2022-02-09,2.2994
3097,ZH032095,2022-02-10,2.2757
3101,ZH032095,2022-02-11,2.2417
3105,ZH032095,2022-02-14,2.2228
3109,ZH032095,2022-02-15,2.2645
3113,ZH032095,2022-02-16,2.272
3117,ZH032095,2022-02-17,2.2846
3121,ZH032095,2022-02-18,2.2881
3126,ZH032095,2022-02-21,2.2895
3129,ZH032095,2022-02-22,2.2662
3136,ZH032095,2022-02-23,2.2927
3138,ZH032095,2022-02-24,2.2488
3142,ZH032095,2022-02-25,2.2615
3146,ZH032095,2022-02-28,2.2689
3150,ZH032095,2022-03-01,2.2797
3154,ZH032095,2022-03-02,2.2685
3158,ZH032095,2022-03-03,2.2604
3162,ZH032095,2022-03-04,2.2359
3166,ZH032095,2022-03-07,2.1816
3170,ZH032095,2022-03-08,2.1248
3174,ZH032095,2022-03-09,2.0999
3178,ZH032095,2022-03-10,2.1333
3182,ZH032095,2022-03-11,2.1352
3186,ZH032095,2022-03-14,2.075
3190,ZH032095,2022-03-15,1.9832
3194,ZH032095,2022-03-16,2.0605
3198,ZH032095,2022-03-17,2.0998
3202,ZH032095,2022-03-18,2.1173
3206,ZH032095,2022-03-21,2.1223
3210,ZH032095,2022-03-22,2.1253
3214,ZH032095,2022-03-23,2.1415
3218,ZH032095,2022-03-24,2.1315
3222,ZH032095,2022-03-25,2.0943
3226,ZH032095,2022-03-28,2.0882
3230,ZH032095,2022-03-29,2.083
3234,ZH032095,2022-03-30,2.1282
3238,ZH032095,2022-03-31,2.1056
3242,ZH032095,2022-04-01,2.1189
3246,ZH032095,2022-04-06,2.1186
3250,ZH032095,2022-04-07,2.0863
3254,ZH032095,2022-04-08,2.0917
3258,ZH032095,2022-04-11,2.0324
3262,ZH032095,2022-04-12,2.0583
3266,ZH032095,2022-04-13,2.0363
3270,ZH032095,2022-04-14,2.0533
3274,ZH032095,2022-04-15,2.0403
3278,ZH032095,2022-04-18,2.0449
3282,ZH032095,2022-04-19,2.0407
3286,ZH032095,2022-04-20,2.0103
3290,ZH032095,2022-04-21,1.9617
3294,ZH032095,2022-04-22,1.9662
3298,ZH032095,2022-04-25,1.8718
3302,ZH032095,2022-04-26,1.8435
3306,ZH032095,2022-04-27,1.9003
3310,ZH032095,2022-04-28,1.9115
3314,ZH032095,2022-04-29,1.9747
3318,ZH032095,2022-05-05,1.9842
3322,ZH032095,2022-05-06,1.9426
3326,ZH032095,2022-05-09,1.9445
3330,ZH032095,2022-05-10,1.9712
3334,ZH032095,2022-05-11,1.9892
3338,ZH032095,2022-05-12,1.983
3342,ZH032095,2022-05-13,1.9998
3346,ZH032095,2022-05-16,1.9982
3350,ZH032095,2022-05-17,2.0163
3354,ZH032095,2022-05-18,2.0082
3358,ZH032095,2022-05-19,2.0117
3362,ZH032095,2022-05-20,2.042
3366,ZH032095,2022-05-23,2.0389
3370,ZH032095,2022-05-24,1.9815
3374,ZH032095,2022-05-25,2.0047
3378,ZH032095,2022-05-26,2.0207
3382,ZH032095,2022-05-27,2.0259
3386,ZH032095,2022-05-30,2.0418
3390,ZH032095,2022-05-31,2.0626
3392,ZH032095,2022-06-01,2.0613
3394,ZH032095,2022-06-02,2.0733
3396,ZH032095,2022-06-06,2.1075
3420,ZH032095,2022-06-13,2.1154
3421,ZH032095,2022-06-10,2.1297
3422,ZH032095,2022-06-09,2.1005
3423,ZH032095,2022-06-08,2.1233
3424,ZH032095,2022-06-07,2.11
3426,ZH032095,2022-06-14,2.1205
3430,ZH032095,2022-06-15,2.1286
3434,ZH032095,2022-06-16,2.1233
3438,ZH032095,2022-06-17,2.1454
3442,ZH032095,2022-06-20,2.1631
3446,ZH032095,2022-06-21,2.1521
3450,ZH032095,2022-06-22,2.1259
3454,ZH032095,2022-06-23,2.1644
3458,ZH032095,2022-06-24,2.1883
3462,ZH032095,2022-06-27,2.2104
3466,ZH032095,2022-06-28,2.23
3470,ZH032095,2022-06-29,2.1962
3474,ZH032095,2022-06-30,2.2175
3486,ZH032095,2022-07-05,2.2152
3487,ZH032095,2022-07-04,2.222
3488,ZH032095,2022-07-01,2.2055
3490,ZH032095,2022-07-06,2.1886
3494,ZH032095,2022-07-07,2.2025
3498,ZH032095,2022-07-08,2.1946
3502,ZH032095,2022-07-11,2.1667
3506,ZH032095,2022-07-12,2.1471
3510,ZH032095,2022-07-13,2.1555
